t:treatment,c:age,c:education,c:black,c:hispanic,c:married,c:nodegree,c:RE75,o:RE78
False,35,11,True,False,True,True,8720.905,0.0
False,21,9,False,False,False,True,1577.167,1740.199
False,36,11,False,True,False,True,3063.878,1324.542
False,27,12,False,False,False,False,0.0,14792.9
False,26,11,True,False,False,True,1174.991,6672.021
False,28,9,True,False,True,True,9210.447,1239.844
False,33,9,False,True,True,True,0.0,0.0
False,28,11,True,False,True,True,10033.91,0.0
False,22,11,True,False,False,True,6974.484,3708.719
False,25,11,True,False,False,True,4284.429,4116.702
False,25,10,True,False,True,True,0.0,0.0
False,27,11,True,False,False,True,766.2986,0.0
False,26,8,False,False,True,True,36941.27,30247.5
False,28,12,True,False,True,False,5551.456,12780.02
False,25,10,False,False,False,True,8140.402,3412.955
False,22,10,False,False,False,True,10598.67,7094.92
False,23,8,True,False,False,True,0.0,3746.701
False,20,12,False,False,False,False,3104.815,12573.97
False,19,11,True,False,False,True,3285.68,11195.93
False,17,9,False,True,False,True,671.2271,4209.579
False,19,11,True,False,False,True,5160.259,0.0
False,18,11,True,False,False,True,4152.609,4164.767
False,17,10,False,True,False,True,1239.628,5088.986
False,20,11,True,False,False,True,3248.937,6027.639
False,18,8,True,False,False,True,0.0,1568.15
False,20,10,True,False,False,True,3677.588,557.7499
False,18,11,True,False,False,True,2041.363,796.559
False,19,10,False,True,False,True,2275.368,4335.159
False,17,8,True,False,False,True,0.0,7010.444
False,17,10,False,True,False,True,1734.559,6354.194
False,18,10,True,False,False,True,2682.125,0.0
False,18,10,True,False,False,True,240.1067,2891.668
False,19,11,False,True,True,True,308.2192,0.0
False,18,11,True,False,False,True,8784.237,1824.377
False,19,11,True,False,False,True,1615.901,8823.059
False,19,10,True,False,False,True,963.9971,7047.08
False,19,9,False,True,False,True,0.0,3811.683
False,18,10,True,False,False,True,1642.365,0.0
False,18,10,True,False,False,True,0.0,9602.439
False,17,11,True,False,False,True,3796.029,0.0
False,18,6,False,True,False,True,6142.681,3825.308
False,19,11,True,False,False,True,2445.589,9772.283
False,18,8,False,True,False,True,0.0,10798.56
False,18,11,True,False,False,True,0.0,4657.273
False,17,11,True,False,False,True,0.0,8551.533
False,19,10,True,False,False,True,0.0,4309.878
False,19,10,True,False,False,True,0.0,5286.396
False,18,9,True,False,False,True,0.0,12486.17
False,18,10,True,False,False,True,2285.03,3268.938
False,18,11,True,False,False,True,2292.171,4994.227
False,18,10,True,False,False,True,273.5525,5514.365
False,18,9,False,True,False,True,2684.91,2978.669
False,18,9,True,False,False,True,0.0,10877.35
False,18,12,True,False,False,False,1405.512,0.0
False,18,9,False,True,False,True,1646.51,1065.672
False,19,11,True,False,False,True,393.8598,2481.518
False,18,7,False,True,True,True,2672.202,6330.888
False,19,11,False,False,False,True,823.2544,2649.599
False,18,8,False,True,False,True,2483.852,11135.53
False,17,8,True,False,False,True,1178.219,14380.17
False,18,10,True,False,False,True,0.0,202.2847
False,17,10,True,False,False,True,1726.439,11061.62
False,17,10,True,False,False,True,664.569,0.0
False,20,10,True,False,False,True,690.192,10864.88
False,18,10,True,False,False,True,1428.144,11602.94
False,19,11,True,False,False,True,705.1964,0.0
False,17,10,True,False,False,True,0.0,2657.705
False,18,7,True,False,False,True,0.0,4132.577
False,18,11,True,False,False,True,0.0,11303.14
False,20,9,True,False,False,True,2483.852,0.0
False,19,10,False,True,False,True,0.0,0.0
False,18,9,True,False,False,True,0.0,0.0
False,17,10,True,False,False,True,0.0,0.0
False,17,11,True,False,False,True,1156.797,6365.031
False,17,10,True,False,False,True,0.0,2189.426
False,18,9,True,False,False,True,490.4656,3480.847
False,19,11,True,False,False,True,0.0,0.0
False,17,8,False,False,False,True,0.0,10210.99
False,18,10,True,False,False,True,0.0,11048.08
False,18,9,True,False,False,True,0.0,0.0
False,17,9,True,False,False,True,2595.267,0.0
False,17,8,True,False,False,True,0.0,8993.865
False,17,8,True,False,False,True,2036.79,0.0
False,19,9,False,True,False,True,2750.841,15581.44
False,17,9,True,False,False,True,620.9627,18085.73
False,19,10,True,False,False,True,1428.144,4687.937
False,19,6,False,True,False,True,0.0,5071.801
False,20,11,True,False,False,True,1633.202,1310.727
False,19,10,False,False,False,True,0.0,3194.01
False,17,11,False,False,False,True,0.0,0.0
False,18,9,False,False,False,True,559.596,7300.498
False,20,11,True,False,False,True,7666.875,7659.218
False,20,10,True,False,False,True,2856.287,18347.26
False,20,9,True,False,False,True,0.0,5193.089
False,19,9,True,False,False,True,2642.067,2652.625
False,18,10,True,False,False,True,2456.994,13674.75
False,19,11,True,False,False,True,4503.064,0.0
False,17,9,True,False,False,True,0.0,0.0
False,18,9,True,False,False,True,1413.863,3475.52
False,17,11,True,False,False,True,165.2077,4251.127
False,17,10,True,False,False,True,0.0,275.5661
False,19,10,True,False,False,True,604.1539,0.0
False,17,10,False,True,False,True,1168.902,11306.27
False,20,9,True,False,False,True,9691.033,8562.603
False,17,9,True,False,False,True,0.0,3590.702
False,19,11,True,False,False,True,0.0,0.0
False,17,10,False,False,False,True,2465.613,4211.662
False,19,10,True,False,True,True,0.0,12797.67
False,20,9,True,False,False,True,0.0,2035.914
False,18,11,True,False,False,True,1170.327,604.2287
False,18,10,False,True,True,True,1922.625,4768.354
False,18,9,True,False,False,True,0.0,2389.679
False,18,11,True,False,False,True,0.0,0.0
False,20,10,True,False,False,True,2749.977,6867.741
False,17,10,False,True,False,True,0.0,8469.275
False,19,11,True,False,False,True,0.0,0.0
False,19,9,True,False,False,True,1537.929,4188.736
False,17,10,True,False,False,True,0.0,1143.387
False,20,11,True,False,False,True,8012.085,18155.83
False,17,8,True,False,False,True,768.8102,3020.948
False,18,8,False,False,False,True,1345.909,1725.592
False,20,10,True,False,False,True,825.2301,0.0
False,17,9,False,True,False,True,0.0,5114.814
False,17,9,True,False,False,True,1206.441,0.0
False,19,11,True,False,False,True,0.0,0.0
False,18,10,True,False,False,True,0.0,781.2243
