treatment,age,education,black,hispanic,married,nodegree,RE75,RE78
False,17,10,False,True,False,True,1239628,5088986
False,20,11,True,False,False,True,3248937,6027639
False,18,8,True,False,False,True,0.0,1568.15
False,20,10,True,False,False,True,3677588,557.7499
False,18,11,True,False,False,True,2041363,796559
False,19,10,False,True,False,True,2275368,4335159
False,17,8,True,False,False,True,0.0,7010444
False,17,10,False,True,False,True,1734559,6354194
False,18,10,True,False,False,True,2682125,0.0
False,18,10,True,False,False,True,240.1067,2891668
False,19,11,False,True,True,True,308.2192,0.0
False,18,11,True,False,False,True,8784237,1824377
False,19,11,True,False,False,True,1615901,8823059
False,19,10,True,False,False,True,963.9971,7047.08
False,19,9,False,True,False,True,0.0,3811683
False,18,10,True,False,False,True,1642365,0.0
False,18,10,True,False,False,True,0.0,9602439
False,17,11,True,False,False,True,3796029,0.0
False,18,6,False,True,False,True,6142681,3825308
False,19,11,True,False,False,True,2445589,9772283
False,18,8,False,True,False,True,0.0,10798.56
False,18,11,True,False,False,True,0.0,4657273
False,17,11,True,False,False,True,0.0,8551533
False,19,10,True,False,False,True,0.0,4309878
False,19,10,True,False,False,True,0.0,5286396
False,18,9,True,False,False,True,0.0,12486.17
False,18,10,True,False,False,True,2285.03,3268938
False,18,11,True,False,False,True,2292171,4994227
False,18,10,True,False,False,True,273.5525,5514365
False,18,9,False,True,False,True,2684.91,2978669
False,18,9,True,False,False,True,0.0,10877.35
False,18,12,True,False,False,False,1405512,0.0
False,18,9,False,True,False,True,1646.51,1065672
False,19,11,True,False,False,True,393.8598,2481518
False,18,7,False,True,True,True,2672202,6330888
False,19,11,False,False,False,True,823.2544,2649599
False,18,8,False,True,False,True,2483852,11135.53
False,17,8,True,False,False,True,1178219,14380.17
False,18,10,True,False,False,True,0.0,202.2847
False,17,10,True,False,False,True,1726439,11061.62
False,17,10,True,False,False,True,664569,0.0
False,20,10,True,False,False,True,690192,10864.88
False,18,10,True,False,False,True,1428144,11602.94
False,19,11,True,False,False,True,705.1964,0.0
False,17,10,True,False,False,True,0.0,2657705
False,18,7,True,False,False,True,0.0,4132577
False,18,11,True,False,False,True,0.0,11303.14
False,20,9,True,False,False,True,2483852,0.0
False,19,10,False,True,False,True,0.0,0.0
False,18,9,True,False,False,True,0.0,0.0
False,17,10,True,False,False,True,0.0,0.0
False,17,11,True,False,False,True,1156797,6365031
False,17,10,True,False,False,True,0.0,2189426
False,18,9,True,False,False,True,490.4656,3480847
False,19,11,True,False,False,True,0.0,0.0
False,17,8,False,False,False,True,0.0,10210.99
False,18,10,True,False,False,True,0.0,11048.08
False,18,9,True,False,False,True,0.0,0.0
False,17,9,True,False,False,True,2595267,0.0
False,17,8,True,False,False,True,0.0,8993865
False,17,8,True,False,False,True,2036.79,0.0
False,19,9,False,True,False,True,2750841,15581.44
False,17,9,True,False,False,True,620.9627,18085.73
False,19,10,True,False,False,True,1428144,4687937
False,19,6,False,True,False,True,0.0,5071801
False,20,11,True,False,False,True,1633202,1310727
False,19,10,False,False,False,True,0.0,3194.01
False,17,11,False,False,False,True,0.0,0.0
False,18,9,False,False,False,True,559596,7300498
False,20,11,True,False,False,True,7666875,7659218
False,20,10,True,False,False,True,2856287,18347.26
False,20,9,True,False,False,True,0.0,5193089
False,19,9,True,False,False,True,2642067,2652625
False,18,10,True,False,False,True,2456994,13674.75
False,19,11,True,False,False,True,4503064,0.0
False,17,9,True,False,False,True,0.0,0.0
False,18,9,True,False,False,True,1413863,3475.52
False,17,11,True,False,False,True,165.2077,4251127
False,17,10,True,False,False,True,0.0,275.5661
False,19,10,True,False,False,True,604.1539,0.0
False,17,10,False,True,False,True,1168902,11306.27
False,20,9,True,False,False,True,9691033,8562603
False,17,9,True,False,False,True,0.0,3590702
False,19,11,True,False,False,True,0.0,0.0
False,17,10,False,False,False,True,2465613,4211662
False,19,10,True,False,True,True,0.0,12797.67
False,20,9,True,False,False,True,0.0,2035914
False,18,11,True,False,False,True,1170327,604.2287
False,18,10,False,True,True,True,1922625,4768354
False,18,9,True,False,False,True,0.0,2389679
False,18,11,True,False,False,True,0.0,0.0
False,20,10,True,False,False,True,2749977,6867741
False,17,10,False,True,False,True,0.0,8469275
False,19,11,True,False,False,True,0.0,0.0
False,19,9,True,False,False,True,1537929,4188736
False,17,10,True,False,False,True,0.0,1143387
False,20,11,True,False,False,True,8012085,18155.83
False,17,8,True,False,False,True,768.8102,3020948
False,18,8,False,False,False,True,1345909,1725592
False,20,10,True,False,False,True,825.2301,0.0
False,17,9,False,True,False,True,0.0,5114814
False,17,9,True,False,False,True,1206441,0.0
False,19,11,True,False,False,True,0.0,0.0
False,18,10,True,False,False,True,0.0,781.2243
